Trial_ID,Pitch_Number,Condition_Mode,Selected_Pitch_Type,Pitch_Speed_Kmph,Selected_Course_Zone,Target_Pos_X,Target_Pos_Y,Target_Pos_Z,Impact_Pos_X,Impact_Pos_Y,Impact_Pos_Z,Noise_Delta_Distance,Mitt_Start_X,Mitt_Start_Y,Mitt_Start_Z,Mitt_Catch_X,Mitt_Catch_Y,Mitt_Catch_Z,Mitt_Movement_Distance,Catch_Result,Batter_Reaction
Sub_Test01,26,Active_Noise,Straight,97.5,Mid-Low Inside Ball,-0.272,0.831,-19.885,-0.333,0.841,-19.885,0.062,-0.256,0.859,-19.89,-0.202,1.009,-19.842,0.167,Ball_Missed,Take
Sub_Test01,27,Active_Noise,Straight,96.6,Mid-Low Inside Ball,-0.248,0.773,-19.874,-0.204,0.821,-19.874,0.065,-0.238,0.783,-19.873,-0.176,0.893,-19.877,0.126,Strike_PassedBall,Take
Sub_Test01,28,Active_Noise,Straight,98.2,Low Inside,-0.17,0.82,-19.873,-0.041,0.842,-19.873,0.131,-0.155,0.825,-19.875,-0.09,0.927,-19.877,0.12,Strike_PassedBall,Take
Sub_Test01,29,Active_Noise,Straight,95.5,Low Inside,-0.162,0.831,-19.873,-0.077,1.051,-19.873,0.236,-0.158,0.831,-19.875,-0.093,1.05,-19.81,0.237,Strike,Take
Sub_Test01,30,Active_Noise,Straight,98.8,Low Inside,-0.167,0.822,-19.879,-0.373,0.746,-19.879,0.22,-0.158,0.827,-19.882,-0.277,0.902,-19.83,0.15,Ball_Missed,Take
Sub_Test01,31,Active_Noise,Straight,95.5,Low Inside,-0.154,0.847,-19.873,-0.228,0.959,-19.873,0.134,-0.161,0.862,-19.867,-0.246,1.014,-19.832,0.178,Strike,Take
Sub_Test01,32,Active_Noise,Straight,99.3,Low Inside,-0.165,0.83,-19.875,-0.351,0.748,-19.875,0.203,-0.167,0.844,-19.87,-0.257,0.968,-19.816,0.163,Ball_Missed,Take
Sub_Test01,33,Active_Noise,Straight,98.9,Low Inside,-0.169,0.84,-19.868,-0.14,0.682,-19.868,0.161,-0.168,0.851,-19.867,-0.108,0.825,-19.853,0.067,Strike_Missed,Take
Sub_Test01,34,Active_Noise,Straight,99.4,Low Inside,-0.176,0.878,-19.863,-0.261,0.982,-19.863,0.134,-0.175,0.878,-19.863,-0.262,1.013,-19.815,0.167,Ball,Take
Sub_Test01,35,Active_Noise,Straight,100,Low Inside,-0.182,0.866,-19.873,-0.128,0.995,-19.873,0.139,-0.174,0.875,-19.872,-0.138,1.107,-19.796,0.246,Strike,Take
Sub_Test01,36,Active_Noise,Straight,96.5,Low Inside,-0.173,0.867,-19.882,-0.224,0.93,-19.882,0.081,-0.172,0.866,-19.882,-0.162,1.049,-19.789,0.206,Strike,Take
Sub_Test01,37,Active_Noise,Straight,99.4,Low Inside,-0.168,0.88,-19.87,-0.366,1.029,-19.87,0.248,-0.166,0.897,-19.874,-0.307,1.084,-19.811,0.243,Ball,Take
Sub_Test01,38,Active_Noise,Straight,98.1,Low Inside,-0.159,0.877,-19.877,0.026,0.933,-19.877,0.193,-0.16,0.89,-19.882,-0.017,1.013,-19.777,0.216,Strike,Take
Sub_Test01,39,Active_Noise,Straight,98.8,High Center,-0.029,1.229,-19.861,0.155,1.323,-19.861,0.207,-0.027,1.22,-19.855,0.085,1.273,-19.834,0.125,Ball_PassedBall,Take
Sub_Test01,40,Active_Noise,Straight,95.7,High Center,-0.024,1.224,-19.844,-0.242,1.139,-19.844,0.234,-0.023,1.213,-19.846,-0.18,1.196,-19.833,0.158,Strike,Take
Sub_Test01,41,Active_Noise,Straight,97.3,High Center,-0.019,1.213,-19.838,0.007,1.196,-19.838,0.031,-0.032,1.213,-19.842,-0.027,1.207,-19.832,0.013,Strike,Take
Sub_Test01,42,Active_Noise,Straight,99.3,High Center,-0.027,1.205,-19.851,0.038,0.988,-19.851,0.226,-0.021,1.198,-19.842,-0.022,1.184,-19.834,0.016,Strike_Missed,Take
Sub_Test01,43,Active_Noise,Straight,95.7,High Center,-0.031,1.19,-19.841,-0.014,1.431,-19.841,0.242,-0.021,1.199,-19.85,-0.022,1.358,-19.846,0.159,Ball,Take
Sub_Test01,44,Active_Noise,Straight,98.5,High Center,-0.018,1.171,-19.84,-0.024,1.147,-19.84,0.025,-0.022,1.187,-19.851,-0.016,1.176,-19.847,0.013,Strike,Take
Sub_Test01,45,Active_Noise,Straight,98.5,High Center,-0.022,1.193,-19.847,-0.049,1.156,-19.847,0.047,-0.016,1.199,-19.857,-0.027,1.197,-19.853,0.012,Strike,Take
Sub_Test01,46,Active_Noise,Straight,98.4,High Center,-0.01,1.187,-19.85,0.014,1.064,-19.85,0.126,-0.012,1.183,-19.854,-0.01,1.171,-19.848,0.013,Strike,Take
Sub_Test01,47,Active_Noise,Straight,98.9,High Center,-0.012,1.188,-19.853,-0.004,1.326,-19.853,0.138,-0.014,1.185,-19.858,-0.02,1.301,-19.855,0.116,Ball,Take
Sub_Test01,48,Active_Noise,Straight,97.1,High Center,-0.011,1.204,-19.853,-0.202,1.242,-19.853,0.195,-0.014,1.193,-19.851,-0.165,1.237,-19.854,0.157,Strike,Take
Sub_Test01,49,Active_Noise,Straight,99.6,High Center,-0.008,1.196,-19.852,-0.084,1.195,-19.852,0.077,-0.007,1.19,-19.859,-0.074,1.225,-19.844,0.077,Strike,Take
Sub_Test01,50,Active_Noise,Straight,98.8,High Center,-0.011,1.136,-19.828,0.152,1.223,-19.828,0.185,-0.011,1.088,-19.847,0.065,1.152,-19.837,0.099,Strike_PassedBall,Take
Sub_Test01,51,Active_Noise,Straight,95.8,Mid Center,-0.026,1.002,-19.84,-0.047,0.959,-19.84,0.048,-0.024,1.015,-19.854,-0.022,1.021,-19.851,0.007,Strike,Take
Sub_Test01,52,Active_Noise,Straight,97.8,Mid Center,-0.027,1.012,-19.846,-0.012,1.26,-19.846,0.249,-0.028,1.004,-19.846,-0.029,1.128,-19.841,0.123,Strike,Take
